"","KOR","AUS","ISL","GBR","DNK","ESP","JPN","NOR","CAN","FIN","NLD","USA","MEX","BEL","DEU","LUX","PRT","ITA","AUT","IRL","CHE","SWE","FRA","GRC"
"1",0.450727163802885,-5.610639016,1.55669995803879,3.52478889761927,1.55669995803879,0.928300950830272,3.63697620498748,1.55669995803879,0.592567394757839,1.55669995803879,1.55669995803879,6.084518621,0.378076028427817,1.55669995803879,-3.1924499476089,1.55669995803879,1.55669995803879,0.521000467061193,1.55669995803879,1.55669995803879,0.576013127124158,0.537698799459887,4.89700498823487,1.55669995803879
"2",1.76682341997525,-2.125781887,2.81562526357993,5.68174594471995,2.81562526357993,3.6388839910911,4.51780534814244,2.81562526357993,2.32282860908231,2.81562526357993,2.81562526357993,9.228095459,1.48203533135541,2.81562526357993,-3.4901293702304,2.81562526357993,2.81562526357993,2.04229054946492,2.81562526357993,2.81562526357993,2.25793687389388,2.10774700988239,3.08201608684761,2.81562526357993
"3",2.72048858385951,-0.73704032,3.72786340892551,5.78108015465826,3.72786340892551,5.60301739485158,4.50190332559557,3.72786340892551,3.57660456717242,3.72786340892551,3.72786340892551,9.455920765,2.2819825423671,3.72786340892551,-0.718762443797413,3.72786340892551,3.72786340892551,3.14464256129303,3.72786340892551,3.72786340892551,3.4766867017134,3.24542996952655,4.08407897209667,3.72786340892551
"4",4.55842650122381,2.299082303,5.48596168124556,8.52132239953636,5.48596168124556,9.3883661674018,7.00821842843309,5.48596168124556,5.99292683679163,5.48596168124556,5.48596168124556,10.43427981,3.82366967395937,5.48596168124556,1.67240607717138,5.48596168124556,5.48596168124556,5.26913513746056,5.48596168124556,5.48596168124556,5.82550534913812,5.43801362326166,2.98046106933253,5.48596168124556
"5",7.76197109663167,2.392888193,8.55034495843675,13.5887751832641,8.55034495843675,15.9862678089475,19.1920763905984,8.55034495843675,10.2046012761018,8.55034495843675,8.55034495843675,8.350902015,6.51084611858316,8.55034495843675,2.11645818492984,8.55034495843675,8.55034495843675,8.97214743513689,8.55034495843675,8.55034495843675,9.91952028427873,9.25970936583361,5.66096978382821,8.55034495843675
"6",6.30289489845299,5.215292522,7.15465073015734,6.51188747115878,7.15465073015734,12.981208582707,11.7226809922418,7.15465073015734,8.28636547639301,7.15465073015734,7.15465073015734,11.56433245,5.28695331051135,7.15465073015734,4.14674364855008,7.15465073015734,7.15465073015734,7.28558527119904,7.15465073015734,7.15465073015734,8.05487330686052,7.5190920188297,3.76696729699335,7.15465073015734
"7",8.40590934890867,7.618587853,9.16631066550072,8.81569598035262,9.16631066550072,17.3124991521424,13.1992373268394,9.16631066550072,11.0511817424692,9.16631066550072,9.16631066550072,14.74583314,7.0509902157783,9.16631066550072,4.75579037205653,9.16631066550072,9.16631066550072,9.71648271629515,9.16631066550072,9.16631066550072,10.7424502431466,10.0279009748201,5.86271932075578,9.16631066550072
"8",9.10464566937881,8.468284076,9.83469402394814,9.1453349694536,9.83469402394814,18.7515905643381,19.023343928974,9.83469402394814,11.9698047905017,9.83469402394814,9.83469402394814,8.314322749,7.63709967217918,9.83469402394814,6.13470595477338,9.83469402394814,9.83469402394814,10.5241596848764,9.83469402394814,9.83469402394814,11.6354101650501,10.8614644048247,7.92217246548785,9.83469402394814
"9",6.84373699341491,5.910990767,7.67199875577187,6.50340141616788,7.67199875577187,14.0951069037359,14.9533602046538,7.67199875577187,8.99740624989098,7.67199875577187,7.67199875577187,-3.281680101,5.74061895946968,7.67199875577187,12.5616783292484,7.67199875577187,7.67199875577187,7.91075057453705,7.67199875577187,7.67199875577187,8.74605007945822,8.16429419103685,9.38424191856119,7.67199875577187
"10",4.4400081956767,2.176867579,5.37268744253134,8.95631008237098,5.37268744253134,9.14447621697678,10.6392391314212,5.37268744253134,5.83724323827575,5.37268744253134,5.37268744253134,-6.402819377,3.72433880098367,5.37268744253134,8.70240275363359,5.37268744253134,5.37268744253134,5.1322541206208,5.37268744253134,5.37268744253134,5.67417100773427,5.2967454995712,8.16412448576228,5.37268744253134
"11",2.88786008246763,0.14252187,3.88796432406444,6.26466528988581,3.88796432406444,5.94772952621928,9.6664777888049,3.88796432406444,3.79664653679799,3.88796432406444,3.88796432406444,-3.883154086,2.42237601439987,3.88796432406444,5.15065731080656,3.88796432406444,3.88796432406444,3.33810911035085,3.88796432406444,3.88796432406444,3.6905814656573,3.445097220788,5.98661777088938,3.88796432406444
"12",1.94722146039565,-0.875374094,2.98818685023453,5.37764766719642,2.98818685023453,4.010425104871,9.65496660693177,2.98818685023453,2.55999646896769,2.98818685023453,2.98818685023453,-3.55379487,1.63335564247856,2.98818685023453,2.52592499014871,2.98818685023453,2.98818685023453,2.25081462092971,2.98818685023453,2.98818685023453,2.48847909041552,2.32295438487297,4.79975080113031,2.98818685023453
"13",0.999794517609185,-2.543415782,2.08191593894553,2.97335926974037,2.08191593894553,2.0591397099319,8.0481799121614,2.08191593894553,1.31442185022587,2.08191593894553,2.08191593894553,-6.881251761,0.8386411355205,2.08191593894553,6.56375405415953,2.08191593894553,2.08191593894553,1.15567343721801,2.08191593894553,2.08191593894553,1.27770148510843,1.19271336408768,4.33086994061189,2.08191593894553
"14",0.629310223645948,-2.566473887,1.72752540649896,4.07332703644164,1.72752540649896,1.29610399792373,8.38809017036707,1.72752540649896,0.827349114204786,1.72752540649896,1.72752540649896,-3.363529866,0.527873909346039,1.72752540649896,1.27053141933439,1.72752540649896,1.72752540649896,0.727426582590681,1.72752540649896,1.72752540649896,0.804235863654387,0.750740977950558,2.56320756585066,1.72752540649896
"15",0.30022029007678,-3.176379215,1.41273107194626,3.68907637231603,1.41273107194626,0.618322575425464,6.06203190309514,1.41273107194626,0.394697212484936,1.41273107194626,1.41273107194626,-2.515330114,0.25182883136663,1.41273107194626,1.62886211916605,1.41273107194626,1.41273107194626,0.347027922682853,1.41273107194626,1.41273107194626,0.383670748073384,0.358150345734166,2.78812536610034,1.41273107194626
"16",0.463922947077043,-1.850639242,1.56932251920205,2.51273352362616,1.56932251920205,0.955478496680844,8.33019363740766,1.56932251920205,0.609915785413026,1.56932251920205,1.56932251920205,-0.966156008,0.389144829540656,1.56932251920205,-2.10808581298402,1.56932251920205,1.56932251920205,0.536253617528249,1.56932251920205,1.56932251920205,0.592876864211734,0.55344082122885,3.49788901716248,1.56932251920205
"17",1.18520834910518,-2.754734688,2.25927543174321,2.89114371335252,2.25927543174321,2.44101116099467,5.99024606354209,2.25927543174321,1.55818393049334,2.25927543174321,2.25927543174321,2.209423459,0.994168759895601,2.25927543174321,1.55200318910176,2.25927543174321,2.25927543174321,1.36999531654291,2.25927543174321,2.25927543174321,1.51465370247864,1.4139043696563,3.66757085346287,2.25927543174321
"18",1.48919515309961,-2.623663692,2.55005711150588,3.69304418782333,2.55005711150588,3.0670911087994,6.31188590451304,2.55005711150588,1.95783294867969,2.55005711150588,2.55005711150588,3.05599951,1.24915699397271,2.55005711150588,0.310476040932469,2.55005711150588,2.55005711150588,1.72137699393124,2.55005711150588,2.55005711150588,1.90313792006151,1.77654801016902,4.55260071776646,2.55005711150588
"19",1.28641318118587,-2.472832045,2.35608394673737,2.49289137037378,2.35608394673737,2.64944887984981,5.69719940153527,2.35608394673737,1.69123711321473,2.35608394673737,2.35608394673737,3.407253049,1.07906073899874,2.35608394673737,0.626231660980611,2.35608394673737,2.35608394673737,1.4869790908023,2.35608394673737,2.35608394673737,1.64398984302766,1.53463753392843,4.38576024353456,2.35608394673737
"20",0.456001177912441,-3.004863345,1.56174487006035,1.83492783529321,1.56174487006035,0.939163114697401,5.44806196440815,1.56174487006035,0.599501098895943,1.56174487006035,1.56174487006035,4.361435449,0.382499942645877,1.56174487006035,-2.41978390012402,1.56174487006035,1.56174487006035,0.527096757755507,1.56174487006035,1.56174487006035,0.58275312773586,0.543990479400178,3.15069121678477,1.56174487006035
"21",1.00320716616223,-3.388118777,2.08518034274746,2.24411369258085,2.08518034274746,2.06616827432974,4.74080650216762,2.08518034274746,1.31890843196468,2.08518034274746,2.08518034274746,3.827596943,0.841503711187053,2.08518034274746,0.93764912142452,2.08518034274746,2.08518034274746,1.15961815507138,2.08518034274746,2.08518034274746,1.2820627273913,1.19678451217307,4.14903457431177,2.08518034274746
"22",1.56870512189766,-3.650315466,2.62611318361551,2.24644453301075,2.62611318361551,3.23084689181672,5.81867129616788,2.62611318361551,2.062364068283,2.62611318361551,2.62611318361551,3.21955542,1.31585102894046,2.62611318361551,-0.804288978978842,2.62611318361551,2.62611318361551,1.81328343802104,2.62611318361551,2.62611318361551,2.00474880452318,1.87140010296746,8.92661229749325,2.62611318361551
"23",0.71920820626783,-4.493777997,1.81351823924885,1.2644095926167,1.81351823924885,1.48125454896111,5.77548858315576,1.81351823924885,0.945537272439533,1.81351823924885,1.81351823924885,2.837032441,0.60328155051545,1.81351823924885,-1.95955163177322,1.81351823924885,1.81351823924885,0.831340645676398,1.81351823924885,1.81351823924885,0.91912225668933,0.85798554009723,7.45750844749387,1.81351823924885
"24",0.300446665486821,-4.674709504,1.41294761365506,1.83187483785683,1.41294761365506,0.61878880982459,4.10921604950035,1.41294761365506,0.394994826424672,1.41294761365506,1.41294761365506,4.976091896,0.252018718115944,1.41294761365506,-3.98991898898563,1.41294761365506,1.41294761365506,0.347289592499616,1.41294761365506,1.41294761365506,0.383960047716968,0.358420402202872,6.22513139155879,1.41294761365506
"25",0.187520796811193,-5.532785965,1.30492722148448,2.89205325548839,1.30492722148448,0.38621087868671,4.35002710728581,1.30492722148448,0.246532090703808,1.30492722148448,1.30492722148448,4.185153521,0.15729497531904,1.30492722148448,-3.43130396860609,1.30492722148448,1.30492722148448,0.216757343617845,1.30492722148448,1.30492722148448,0.239644843369739,0.223704527742276,5.36641937873879,1.30492722148448
"26",-0.644146558775856,-3.198738806,0.509387324740105,0.109118333214528,0.509387324740105,-1.32666036353465,3.53447629982746,0.509387324740105,-0.846854325254211,0.509387324740105,0.509387324740105,4.671219669,-0.540318827497883,0.509387324740105,-8.7786444262007,0.509387324740105,0.509387324740105,-0.744576064922611,0.509387324740105,0.509387324740105,-0.823196167091918,-0.768440109994051,6.71889287859934,0.509387324740105
"27",1.01826481759348,-3.068576254,2.09958389289807,3.01339596725125,2.09958389289807,2.09718045478711,2.37144542898417,2.09958389289807,1.33870460578412,2.09958389289807,2.09958389289807,4.840042327,0.854134272439547,2.09958389289807,-1.07786998312143,2.09958389289807,2.09958389289807,1.1770234593409,2.09958389289807,2.09958389289807,1.30130586511319,1.21474766537856,6.51906587127445,2.09958389289807
"28",0.379666335034361,-2.678154001,1.4887259970539,1.99685090169251,1.4887259970539,0.781946703271638,2.71413841236064,1.4887259970539,0.499144291926805,1.4887259970539,1.4887259970539,6.513707086,0.318469246154224,1.4887259970539,-4.15235194948098,1.4887259970539,1.4887259970539,0.438860476505071,1.4887259970539,1.4887259970539,0.485199940162804,0.452926180044009,4.5381655327512,1.4887259970539
"29",1.76709318640472,-0.26468509,2.8158833114112,3.16004997454376,2.8158833114112,3.63943959202463,1.64658783701768,2.8158833114112,2.32318326884799,2.8158833114112,2.8158833114112,6.426778364,1.48226161507747,2.8158833114112,-0.542571878044596,2.8158833114112,2.8158833114112,2.04260237543645,2.8158833114112,2.8158833114112,2.25828162570187,2.10806883003638,6.46914066095034,2.8158833114112
"30",1.1864040261637,0.610123842,2.26041916883627,1.67727053352723,2.26041916883627,2.44347373312134,3.23889730486381,2.26041916883627,1.55975587755232,2.26041916883627,2.26041916883627,2.976327713,0.995171709950252,2.26041916883627,0.586159078440405,2.26041916883627,2.26041916883627,1.37137741275538,2.26041916883627,2.26041916883627,1.51618173481576,1.4153307627618,4.47373654118621,2.26041916883627
"31",-0.68992599906217,-1.200472482,0.465596533922444,1.24114710285658,0.465596533922444,-1.42094600096485,-0.046946702028708,0.465596533922444,-0.907040188992826,0.465596533922444,0.465596533922444,-2.12492848,-0.578719239891637,0.465596533922444,-0.286120209874859,0.465596533922444,0.465596533922444,-0.797493021534971,0.465596533922444,0.465596533922444,-0.881700647573696,-0.823053082228095,5.21089997458165,0.465596533922444
"32",-0.960455088921257,-2.942462814,0.206819172075732,3.76811978558928,0.206819172075732,-1.97811768155445,-0.119815020827634,0.206819172075732,-1.2627026181916,0.206819172075732,0.206819172075732,0.894204687,-0.805642691775814,0.206819172075732,-5.57832564801719,0.206819172075732,0.206819172075732,-1.11020056057263,0.206819172075732,0.206819172075732,-1.22742710815137,-1.1457830584046,5.21919404270993,0.206819172075732
"33",-0.497247460163756,-2.762333405,0.649905156727416,3.87132204856012,0.649905156727416,-2.16840022479452,0.468459636493631,0.649905156727416,-0.925022403141839,0.649905156727416,0.649905156727416,0.999864806,-0.417097880896187,0.649905156727416,-2.83804340295598,0.649905156727416,0.649905156727416,5.14794673848481,0.649905156727416,0.649905156727416,-5.86460610656955,4.979731898,6.2400371389249,0.649905156727416
"34",0.45875291574874,0.143745085,1.56437707297111,4.49176852399033,1.56437707297111,-2.60227270471415,-0.154994818909817,1.56437707297111,6.87282441496554,1.56437707297111,1.56437707297111,3.337821053,0.384808137482959,1.56437707297111,-3.14996132189487,1.56437707297111,1.56437707297111,8.06494935676476,1.56437707297111,1.56437707297111,-10.4790941453109,3.3585408,7.32482155979128,1.56437707297111
"35",2.70500967931119,-0.706773921,3.71305690480657,4.10960665214066,3.71305690480657,-4.11843452017407,1.67803096834658,3.71305690480657,12.2019637780585,3.71305690480657,3.71305690480657,6.142072292,2.26899862831438,3.71305690480657,0.250671632759664,3.71305690480657,3.71305690480657,10.0330669928052,3.71305690480657,3.71305690480657,-1.57857665123075,3.643001522,9.18899720716655,3.71305690480657
"36",2.8078717987013,1.193910303,3.81145071489037,5.58031474405317,3.81145071489037,-3.16462461773206,2.88233172084217,3.81145071489037,5.82965347209544,3.81145071489037,3.81145071489037,2.662994534,2.35528076238095,3.81145071489037,-0.324989103321509,3.81145071489037,3.81145071489037,7.87877535660223,3.81145071489037,3.81145071489037,5.94527633057226,4.850308331,8.59200679268232,3.81145071489037
"37",3.79333662552038,4.303168838,4.75410715235445,7.32881842284787,4.75410715235445,-0.94060273698547,1.60013765652637,4.75410715235445,10.7093857183307,4.75410715235445,4.75410715235445,3.447422527,3.18190195985996,4.75410715235445,-1.59531668602779,4.75410715235445,4.75410715235445,8.0050396169415,4.75410715235445,4.75410715235445,7.61424098211774,2.871182773,8.95170156414802,4.75410715235445
"38",3.32637058760756,3.651042332,4.307426023068,6.83712497496344,4.307426023068,0.417557497638101,1.43348403616516,4.307426023068,8.63233076118468,4.307426023068,4.307426023068,4.242115015,2.79020454465389,4.307426023068,-0.565352224996846,4.307426023068,4.307426023068,7.63350562585167,4.307426023068,4.307426023068,-0.534303603090319,4.330026226,11.3041556130321,4.307426023068
"39",1.97315714394162,4.233112918,3.01299589302254,7.08767298206364,3.01299589302254,3.08463303646883,2.31560397427217,3.01299589302254,-1.42745696793707,3.01299589302254,3.01299589302254,-0.534240447,1.65511084388885,3.01299589302254,-2.78961221333205,3.01299589302254,3.01299589302254,5.73506631446862,3.01299589302254,3.01299589302254,-0.402356536006307,5.127532911,10.7129988512502,3.01299589302254
"40",1.3376168280408,3.188615126,2.40506331770613,6.09786188014239,2.40506331770613,3.35128171314389,2.83665370140266,2.40506331770613,-3.99199729477084,2.40506331770613,2.40506331770613,-4.6992181,1.12201104907235,2.40506331770613,-3.20517700221618,2.40506331770613,2.40506331770613,6.77709581847562,2.40506331770613,2.40506331770613,0.256984610215232,5.191191676,10.6524043663747,2.40506331770613
"41",0.782333410452314,3.244173232,1.87390129754918,3.73890946402365,1.87390129754918,5.16250964626297,1.84304676309009,1.87390129754918,-7.79976467205458,1.87390129754918,1.87390129754918,-6.340859012,0.656231823781433,1.87390129754918,-5.2765808830811,1.87390129754918,1.87390129754918,7.20573177382623,1.87390129754918,1.87390129754918,3.43561879245313,5.342547866,10.0575813025206,1.87390129754918
"42",0.516666986965225,2.014027148,1.61977536884757,2.54559498694039,1.61977536884757,5.99709214365168,0.948575070075912,1.61977536884757,-7.11009446291074,1.61977536884757,1.61977536884757,-5.38150514,0.433387242081123,1.61977536884757,-7.06559201968634,1.61977536884757,1.61977536884757,7.48296039984955,1.61977536884757,1.61977536884757,5.97195155354745,4.144567396,8.2699519818554,1.61977536884757
"43",0.30914558528369,-1.707279012,1.42126865416542,1.42241612759729,1.42126865416542,7.25409826111013,1.65181829184032,1.42126865416542,-5.61464550087335,1.42126865416542,1.42126865416542,-3.248772665,0.259315489450211,1.42126865416542,-7.1445569193699,1.42126865416542,1.42126865416542,6.63799352280317,1.42126865416542,1.42126865416542,4.99437684924229,3.983365214,7.40514102646971,1.42126865416542
"44",0.388187464548169,-0.781092641,1.49687697045452,2.12675164674767,1.49687697045452,6.54609576137378,2.26261820909861,1.49687697045452,-5.64307452922354,1.49687697045452,1.49687697045452,-0.810945165,0.325616884599437,1.49687697045452,-6.34183966144895,1.49687697045452,1.49687697045452,6.15452719372586,1.49687697045452,1.49687697045452,2.88293875197484,3.307805019,6.76186208975148,1.49687697045452
"45",1.0536911785675,-1.988872731,2.13347134003901,3.23916724043606,2.13347134003901,8.77025701092889,1.708632101756,2.13347134003901,-3.77814971417821,2.13347134003901,2.13347134003901,1.625759268,0.883850382171433,2.13347134003901,-4.36532684757034,2.13347134003901,2.13347134003901,6.3513231138288,2.13347134003901,2.13347134003901,2.16798210142094,3.184572219,6.552840977807,2.13347134003901
"46",1.30753405422767,0.640132105,2.37628733339906,4.66047013587609,2.37628733339906,7.37500601117661,1.07124428193544,2.37628733339906,-3.84234813963983,2.37628733339906,2.37628733339906,2.620072061,1.09677721237301,2.37628733339906,-5.7978067076706,2.37628733339906,2.37628733339906,6.24147680409784,2.37628733339906,2.37628733339906,3.01571318374299,3.317087833,6.83811309887106,2.37628733339906
"47",1.44752332654121,1.841452387,2.51019550052078,4.05124809039641,2.51019550052078,6.90883649628631,1.9037895343761,2.51019550052078,-5.26717155728728,2.51019550052078,2.51019550052078,2.249105165,1.21420210341407,2.51019550052078,-4.52055792343182,2.51019550052078,2.51019550052078,6.30002148005592,2.51019550052078,2.51019550052078,3.68161054964593,4.761399386,5.70241689768701,2.51019550052078
"48",1.20088018413629,3.083146427,2.27426648548445,4.12759171432002,2.27426648548445,4.28285689217472,2.17514166666443,2.27426648548445,-6.10984867132929,2.27426648548445,2.27426648548445,1.857925413,1.00731450664125,2.27426648548445,-4.18388585611521,2.27426648548445,2.27426648548445,6.1182115938277,2.27426648548445,2.27426648548445,4.09476331236333,4.55523245,5.01579639842328,2.27426648548445
"49",0.880941202923826,4.371003635,1.96822558780054,2.26180433139109,1.96822558780054,3.21467811565397,2.94736099361682,1.96822558780054,-5.08239197945533,1.96822558780054,1.96822558780054,-0.458098298,0.738945371008349,1.96822558780054,-6.67418964315362,1.96822558780054,1.96822558780054,5.05449993198421,1.96822558780054,1.96822558780054,5.58405257688045,5.409387469,5.02237433288839,1.96822558780054
"50",0.490924874442773,7.275771569,1.59515148839763,-1.31290963429026,1.59515148839763,2.56458931451265,3.5067285612113,1.59515148839763,-6.59752819794272,1.59515148839763,1.59515148839763,-0.291480767,0.411794410657972,1.59515148839763,-5.85173593843739,1.59515148839763,1.59515148839763,4.78215548587688,1.59515148839763,1.59515148839763,3.41671110442245,5.479643637,4.57472123802105,1.59515148839763
"51",1.41052814089327,7.498760615,2.47480737812703,1.80999891544767,2.47480737812703,4.05919265187448,3.65399491275256,2.47480737812703,-5.56798540859276,2.47480737812703,2.47480737812703,0.366987779,1.1831700423714,2.47480737812703,-3.1680240630146,2.47480737812703,2.47480737812703,4.57241758083689,2.47480737812703,2.47480737812703,2.57694644745297,6.549225678,4.8713660506401,2.47480737812703
"52",1.0905510906721,9.528248787,2.16873006514432,0.871790245317631,2.16873006514432,1.06915990025365,4.40161653532003,2.16873006514432,-5.72492060328442,2.16873006514432,2.16873006514432,0.881313154,0.914768973940175,2.16873006514432,-3.69716832260773,2.16873006514432,2.16873006514432,3.78410856759239,2.16873006514432,2.16873006514432,2.30722066047434,5.655434982,4.77922681052157,2.16873006514432
"53",1.71547714702308,10.90555526,2.76650946216226,2.54300050744594,2.76650946216226,1.01388880026049,2.56447785361647,2.76650946216226,-2.60230766572688,2.76650946216226,2.76650946216226,-2.13375766,1.43896538458643,2.76650946216226,-1.48303019185806,2.76650946216226,2.76650946216226,4.69684042881477,2.76650946216226,2.76650946216226,3.93816646203982,6.318013763,4.67075652619229,2.76650946216226
"54",1.70163668672791,11.70342733,2.75327022861516,2.2927277691742,2.75327022861516,1.94874329818303,2.5196261935608,2.75327022861516,-3.0706202400497,2.75327022861516,2.75327022861516,-0.022358063,1.42735581968721,2.75327022861516,0.674993274423111,2.75327022861516,2.75327022861516,3.39248353461986,2.75327022861516,2.75327022861516,3.27821350009852,5.383970001,2.18476591675693,2.75327022861516
"55",2.03624745121581,12.98515433,3.07334557032718,1.86733681504292,3.07334557032718,2.40298995922797,3.32748882041408,3.07334557032718,-1.86350251515791,3.07334557032718,3.07334557032718,1.250239474,1.70803184515548,3.07334557032718,0.259179781891503,3.07334557032718,3.07334557032718,2.69139080040466,3.07334557032718,3.07334557032718,3.95773549234211,4.879013517,2.04977479843368,3.07334557032718
"56",1.65790165556682,11.36582674,2.71143503821088,2.41308042466201,2.71143503821088,1.53796160437788,3.51650526340084,2.71143503821088,-3.31013672265222,2.71143503821088,2.71143503821088,0.784219983,1.39067028526092,2.71143503821088,0.480887938382766,2.71143503821088,2.71143503821088,2.34928632702516,2.71143503821088,2.71143503821088,2.96655895540071,5.237081659,2.48451324772251,2.71143503821088
"57",1.3926207437686,9.878695881,2.45767787464969,2.04611229083498,2.45767787464969,5.16026404845923,3.63355047081053,2.45767787464969,-9.40877747803421,2.45767787464969,2.45767787464969,-1.305069743,1.16814907596846,2.45767787464969,2.1077184177741,2.45767787464969,2.45767787464969,3.02031034526198,2.45767787464969,2.45767787464969,3.03363493828538,6.096018576,2.77199887375456,2.45767787464969
"58",2.32763010394618,8.314185042,3.35207062056388,2.46874924335354,3.35207062056388,6.86831147633018,4.90084991217565,3.35207062056388,-3.20765049101265,3.35207062056388,3.35207062056388,0.635203403,1.95244754703503,3.35207062056388,0.922690432099829,3.35207062056388,3.35207062056388,2.6172091507714,3.35207062056388,3.35207062056388,3.44879492722971,6.945168426,2.95926530425504,3.35207062056388
"59",1.64510662203914,6.677723415,2.69919581830756,1.68119466755182,2.69919581830756,6.35062442282859,4.46444563919206,2.69919581830756,-3.0886788474089,2.69919581830756,2.69919581830756,-0.667397422,1.37993763844432,2.69919581830756,-1.27626079776295,2.69919581830756,2.69919581830756,2.83581571332042,2.69919581830756,2.69919581830756,3.80675395515809,5.314521612,3.592411643504,2.69919581830756
